custid,총구매액,구매건수,평균구매가격,구매브랜드종류,내점일수,가을_구매건수,겨울_구매건수,봄_구매건수,여름_구매건수,아침_구매건수,점심_구매건수,아침구매액,점심구매액,봄구매액,여름구매액,가을구매액,겨울구매액,구매브랜드가치,gender
102452,913200,17,53718,11,13,7.0,1.0,6.0,3.0,2.0,15.0,18447.059,138352.941,55341.176,27670.588,64564.706,9223.529,590894.118,0
102453,1258884,16,78680,11,11,1.0,4.0,7.0,4.0,8.0,8.0,10789300.0,10789300.0,9440637.5,5394650.0,1348662.5,5394650.0,865482.75,0
102454,889000,7,127000,6,2,7.0,0.0,0.0,0.0,0.0,7.0,0.0,334000.0,0.0,0.0,334000.0,0.0,762000.0,0
102455,1686816,21,80325,13,10,2.0,8.0,6.0,5.0,0.0,11.0,0.0,163726.095,89305.143,74420.952,29768.381,119073.524,1044219.429,0
102456,3475836,79,43998,39,54,11.0,21.0,20.0,27.0,16.0,22.0,37265.823,51240.506,46582.278,62886.076,25620.253,48911.392,1715919.038,0
102457,1021300,15,68087,15,8,5.0,5.0,1.0,4.0,1.0,12.0,69183.467,830201.6,69183.467,276733.867,345917.333,345917.333,1021300.0,0
102458,3006222,38,79111,17,23,12.0,6.0,20.0,0.0,5.0,10.0,482663.816,965327.632,1930655.263,0.0,1158393.158,579196.579,1344888.789,0
102459,11002383,132,83351,45,66,26.0,36.0,35.0,35.0,2.0,53.0,21168.182,560956.818,370443.182,370443.182,275186.364,381027.273,3750812.386,0
102460,2661409,33,80649,18,17,14.0,6.0,8.0,5.0,0.0,20.0,0.0,497272.727,198909.091,124318.182,348090.909,149181.818,1451677.636,0
102461,174000,2,87000,2,1,2.0,0.0,0.0,0.0,2.0,0.0,1385368.0,0.0,0.0,0.0,1385368.0,0.0,174000.0,1
102462,2246585,31,72470,6,20,6.0,2.0,18.0,5.0,3.0,23.0,346658.516,2657715.29,2079951.097,577764.194,693317.032,231105.677,434822.903,0
102463,1438776,29,49613,17,13,4.0,6.0,6.0,13.0,0.0,29.0,0.0,1103360.0,228281.379,494609.655,152187.586,228281.379,843420.414,0
102464,1482200,10,148220,9,7,0.0,3.0,7.0,0.0,1.0,4.0,8200.0,32800.0,57400.0,0.0,0.0,24600.0,1333980.0,0
102465,1174000,16,73375,9,8,0.0,1.0,3.0,12.0,0.0,6.0,0.0,380625.0,190312.5,761250.0,0.0,63437.5,660375.0,0
102466,193000,2,96500,2,1,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1234639.0,1234639.0,0.0,0.0,0.0,193000.0,0
102467,78000,2,39000,2,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2199900.0,78000.0,1
102468,1697747,24,70739,14,13,6.0,2.0,2.0,14.0,19.0,4.0,113208.333,23833.333,11916.667,83416.667,35750.0,11916.667,990352.417,0
102469,399400,2,199700,2,1,2.0,0.0,0.0,0.0,0.0,2.0,0.0,461100.0,0.0,0.0,461100.0,0.0,399400.0,1
102470,605300,10,60530,8,8,2.0,5.0,3.0,0.0,0.0,10.0,0.0,464922.0,139476.6,0.0,92984.4,232461.0,484240.0,0
102471,10224946,35,292141,23,13,7.0,4.0,10.0,14.0,1.0,32.0,4000.0,128000.0,40000.0,56000.0,28000.0,16000.0,6719250.229,0
102472,1282099,18,71228,8,15,2.0,7.0,3.0,6.0,7.0,10.0,178175.667,254536.667,76361.0,152722.0,50907.333,178175.667,569821.778,0
102473,415400,3,138467,3,3,0.0,1.0,1.0,1.0,0.0,3.0,0.0,866400.0,288800.0,288800.0,0.0,288800.0,415400.0,0
102474,1410100,16,88131,10,8,0.0,6.0,2.0,8.0,7.0,9.0,461387.5,593212.5,131825.0,527300.0,0.0,395475.0,881312.5,1
102475,1412100,26,54312,19,15,9.0,3.0,8.0,6.0,5.0,18.0,527115.385,1897615.385,843384.615,632538.462,948807.692,316269.231,1031919.231,0
102476,3757690,76,49443,38,29,15.0,9.0,24.0,28.0,3.0,69.0,21046.105,484060.421,168368.842,196430.316,105230.526,63138.316,1878845.0,0
102477,490808,7,70115,5,2,0.0,4.0,3.0,0.0,1.0,6.0,198985.714,1193914.286,596957.143,0.0,0.0,795942.857,350577.143,1
102478,928740,12,77395,11,8,1.0,7.0,4.0,0.0,1.0,11.0,94300.0,1037300.0,377200.0,0.0,94300.0,660100.0,851345.0,0
102479,2591100,19,136374,13,13,8.0,4.0,2.0,5.0,2.0,10.0,113852.632,569263.158,113852.632,284631.579,455410.526,227705.263,1772857.895,1
102480,327455,11,29769,5,6,1.0,5.0,2.0,3.0,3.0,4.0,8945727.273,11927636.364,5963818.182,8945727.273,2981909.091,14909545.455,148843.182,1
102481,187000,4,46750,3,3,0.0,1.0,2.0,1.0,1.0,3.0,1580200.0,4740600.0,3160400.0,1580200.0,0.0,1580200.0,140250.0,1
102482,3416472,19,179814,14,12,3.0,0.0,3.0,13.0,3.0,10.0,34657.895,115526.316,34657.895,150184.211,34657.895,0.0,2517400.421,1
102483,4532150,26,174313,14,12,4.0,11.0,5.0,6.0,3.0,20.0,169130.769,1127538.462,281884.615,338261.538,225507.692,620146.154,2440388.462,0
102484,3945776,33,119569,22,11,22.0,4.0,2.0,5.0,6.0,21.0,159310.182,557585.636,53103.394,132758.485,584137.333,106206.788,2630517.333,0
102485,1527541,19,80397,11,5,9.0,4.0,6.0,0.0,2.0,17.0,27894.737,237105.263,83684.211,0.0,125526.316,55789.474,884365.842,1
102486,170000,2,85000,2,2,1.0,1.0,0.0,0.0,2.0,0.0,193000.0,0.0,0.0,0.0,96500.0,96500.0,170000.0,0
102487,547100,15,36473,9,8,1.0,1.0,8.0,5.0,1.0,11.0,1050499.067,11555489.733,8403992.533,5252495.333,1050499.067,1050499.067,328260.0,0
102488,759000,5,151800,5,5,0.0,0.0,5.0,0.0,0.0,4.0,0.0,5249012.0,6561265.0,0.0,0.0,0.0,759000.0,0
102489,7009100,40,175228,16,14,12.0,6.0,8.0,14.0,6.0,30.0,1379838.0,6899190.0,1839784.0,3219622.0,2759676.0,1379838.0,2803640.0,1
102490,5005653,94,53252,47,49,15.0,31.0,23.0,25.0,0.0,32.0,0.0,1052194.043,756264.468,822026.596,493215.957,1019312.979,2502826.5,1
102491,614200,6,102367,4,4,4.0,1.0,0.0,1.0,0.0,2.0,0.0,63000.0,0.0,31500.0,126000.0,31500.0,409466.667,0
102492,13705573,102,134368,54,62,39.0,22.0,16.0,25.0,8.0,85.0,177975.765,1890992.5,355951.529,556174.265,867631.853,489433.353,7255891.588,0
102493,5043607,73,69091,40,30,22.0,11.0,17.0,23.0,17.0,56.0,2108825.315,6946718.685,2108825.315,2853116.603,2729068.055,1364534.027,2763620.274,1
102494,3137000,25,125480,17,10,2.0,8.0,0.0,15.0,1.0,18.0,372256.0,6700608.0,0.0,5583840.0,744512.0,2978048.0,2133160.0,0
102495,38000,1,38000,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,854052.0,0.0,854052.0,0.0,0.0,38000.0,1
102496,407000,6,67833,6,3,0.0,0.0,0.0,6.0,5.0,1.0,1368145.0,273629.0,0.0,1641774.0,0.0,0.0,407000.0,0
102497,1227000,25,49080,18,16,7.0,2.0,4.0,12.0,4.0,20.0,182880.0,914400.0,182880.0,548640.0,320040.0,91440.0,883440.0,0
102498,4759200,37,128627,27,27,6.0,11.0,10.0,10.0,1.0,18.0,117160.135,2108882.432,1171601.351,1171601.351,702960.811,1288761.486,3472929.73,0
102499,58000,3,19333,2,1,0.0,0.0,3.0,0.0,3.0,0.0,159000.0,0.0,159000.0,0.0,0.0,0.0,38666.667,0
102500,822000,13,63231,9,8,3.0,5.0,4.0,1.0,2.0,9.0,208841.385,939786.231,417682.769,104420.692,313262.077,522103.462,569076.923,0
102501,5283829,66,80058,19,34,24.0,9.0,14.0,19.0,18.0,47.0,639448.636,1669671.439,497348.939,674973.561,852598.182,319724.318,1521102.288,0
102502,7631548,57,133887,40,28,12.0,7.0,23.0,15.0,8.0,46.0,47705.825,274308.491,137154.246,89448.421,71558.737,41742.596,5355472.281,0
102503,7716699,93,82975,45,57,12.0,31.0,30.0,20.0,37.0,48.0,1608948.581,2087284.645,1304552.903,869701.935,521821.161,1348038.0,3733886.613,1
102504,1248726,39,32019,23,19,5.0,0.0,6.0,28.0,0.0,22.0,0.0,2429480.308,662585.538,3092065.846,552154.615,0.0,736428.154,0
102505,106000,1,106000,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1361640.0,0.0,0.0,0.0,1361640.0,106000.0,1
102506,272300,7,38900,6,5,1.0,1.0,5.0,0.0,0.0,6.0,0.0,340217.143,283514.286,0.0,56702.857,56702.857,233400.0,0
102507,290000,4,72500,2,1,0.0,0.0,0.0,4.0,0.0,4.0,0.0,2487303.0,0.0,2487303.0,0.0,0.0,145000.0,0
102508,2314250,22,105193,16,10,6.0,9.0,2.0,5.0,2.0,18.0,46174.545,415570.909,46174.545,115436.364,138523.636,207785.455,1683090.909,0
102509,3879468,32,121233,23,16,0.0,7.0,18.0,7.0,5.0,27.0,496040.938,2678621.062,1785747.375,694457.312,0.0,694457.312,2788367.625,0
102510,248000,2,124000,2,2,0.0,1.0,1.0,0.0,1.0,1.0,2743094.0,2743094.0,2743094.0,0.0,0.0,2743094.0,248000.0,0
102511,2957700,31,95410,16,15,5.0,10.0,9.0,7.0,1.0,19.0,439312.226,8346932.29,3953810.032,3075185.581,2196561.129,4393122.258,1526554.839,1
102512,214000,3,71333,3,3,2.0,0.0,0.0,1.0,0.0,2.0,0.0,2029120.0,0.0,1014560.0,2029120.0,0.0,214000.0,0
102513,493366,6,82228,5,2,3.0,0.0,3.0,0.0,2.0,4.0,66500.0,133000.0,99750.0,0.0,99750.0,0.0,411138.333,0
102514,2768520,24,115355,18,13,4.0,0.0,12.0,8.0,8.0,11.0,431760.333,593670.458,647640.5,431760.333,215880.167,0.0,2076390.0,0
102515,124470,3,41490,2,3,0.0,0.0,1.0,2.0,1.0,2.0,836650.0,1673300.0,836650.0,1673300.0,0.0,0.0,82980.0,0
102516,648747,12,54062,8,6,0.0,5.0,7.0,0.0,9.0,3.0,3378075.75,1126025.25,2627392.25,0.0,0.0,1876708.75,432498.0,0
102517,1510699,23,65683,13,14,3.0,8.0,9.0,3.0,3.0,13.0,846412.174,3667786.087,2539236.522,846412.174,846412.174,2257099.13,853873.348,1
102518,3766893,34,110791,14,21,6.0,8.0,12.0,8.0,0.0,22.0,0.0,1080997.176,589634.824,393089.882,294817.412,393089.882,1551073.588,0
102519,752780,20,37639,8,12,2.0,10.0,8.0,0.0,3.0,15.0,20474.1,102370.5,54597.6,0.0,13649.4,68247.0,301112.0,0
102520,783000,6,130500,6,5,0.0,3.0,0.0,3.0,2.0,3.0,471337.0,707005.5,0.0,707005.5,0.0,707005.5,783000.0,0
102521,178000,3,59333,3,1,0.0,3.0,0.0,0.0,0.0,3.0,0.0,150000.0,0.0,0.0,0.0,150000.0,178000.0,0
102522,25998107,173,150278,56,74,35.0,43.0,53.0,42.0,13.0,129.0,103714.451,1029166.474,422835.838,335077.457,279231.214,343055.491,8415572.208,0
102523,5569200,39,142800,26,15,5.0,5.0,14.0,15.0,0.0,31.0,0.0,677352.385,305901.077,327751.154,109250.385,109250.385,3712800.0,0
102524,10050518,201,50003,66,118,32.0,27.0,78.0,64.0,30.0,155.0,90837.91,469329.204,236178.567,193787.542,96893.771,81754.119,3300170.09,0
102525,2787755,51,54662,24,32,8.0,9.0,16.0,18.0,10.0,38.0,662903.725,2519034.157,1060645.961,1193226.706,530322.98,596613.353,1311884.706,0
102526,4644509,30,154817,13,21,7.0,8.0,5.0,10.0,8.0,21.0,87525.333,229754.0,54703.333,109406.667,76584.667,87525.333,2012620.567,0
102527,3900487,36,108347,17,21,7.0,7.0,5.0,17.0,8.0,20.0,105466.667,263666.667,65916.667,224116.667,92283.333,92283.333,1841896.639,0
102528,7270530,55,132191,32,20,16.0,6.0,16.0,17.0,3.0,34.0,180470.836,2045336.145,962511.127,1022668.073,962511.127,360941.673,4230126.545,0
102529,1762368,24,73432,14,16,6.0,7.0,6.0,5.0,10.0,11.0,1635419.167,1798961.083,981251.5,817709.583,981251.5,1144793.417,1028048.0,0
102530,925000,13,71154,10,9,1.0,1.0,6.0,5.0,1.0,11.0,75961.0,835571.0,455766.0,379805.0,75961.0,75961.0,711538.462,0
102531,4614169,116,39777,37,47,37.0,21.0,25.0,33.0,52.0,38.0,415300.69,303488.966,199663.793,263556.207,295502.414,167717.586,1471760.802,0
102532,16622326,180,92346,45,77,67.0,31.0,17.0,65.0,9.0,110.0,741130.0,9058255.556,1399912.222,5352605.556,5517301.111,2552781.111,4155581.5,0
102533,1517900,10,151790,6,6,3.0,2.0,0.0,5.0,0.0,7.0,0.0,7037300.9,0.0,5026643.5,3015986.1,2010657.4,910740.0,1
102534,77000,2,38500,2,2,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2208100.0,0.0,0.0,4416200.0,0.0,77000.0,0
102535,5771270,141,40931,53,72,35.0,17.0,29.0,60.0,31.0,76.0,810456.085,1986924.596,758168.596,1568624.681,915031.064,444443.66,2169342.624,0
102536,114000,1,114000,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1138200.0,1138200.0,0.0,0.0,0.0,114000.0,1
102537,3686150,31,118908,18,9,6.0,5.0,15.0,5.0,9.0,22.0,185089.065,452439.935,308481.774,102827.258,123392.71,102827.258,2140345.161,1
102538,8108274,43,188565,22,27,13.0,10.0,7.0,13.0,3.0,28.0,15139.535,141302.326,35325.581,65604.651,65604.651,50465.116,4148419.256,0
102539,6724714,101,66581,46,43,27.0,21.0,22.0,31.0,25.0,30.0,335916.832,403100.198,295606.812,416536.871,362790.178,282170.139,3062741.03,0
102540,4007501,54,74213,35,33,16.0,18.0,12.0,8.0,3.0,44.0,44343.056,650364.815,177372.222,118248.148,236496.296,266058.333,2597454.352,0
102541,169000,3,56333,2,3,1.0,0.0,2.0,0.0,0.0,3.0,0.0,1726878.0,1151252.0,0.0,575626.0,0.0,112666.667,0
102542,5475873,40,136897,20,21,2.0,13.0,9.0,16.0,9.0,25.0,1203619.5,3343387.5,1203619.5,2139768.0,267471.0,1738561.5,2737936.5,1
102543,1644000,17,96706,14,7,9.0,5.0,2.0,1.0,7.0,9.0,2132815.176,2742190.941,609375.765,304687.882,2742190.941,1523439.412,1353882.353,0
102544,7531349,96,78452,42,26,40.0,1.0,37.0,18.0,14.0,81.0,150985.188,873557.156,399032.281,194123.812,431386.25,10784.656,3294965.188,0
102545,3931435,30,131048,15,14,3.0,7.0,17.0,3.0,1.0,26.0,20680.0,537680.0,351560.0,62040.0,62040.0,144760.0,1965717.5,0
102546,849262,26,32664,16,13,8.0,2.0,3.0,13.0,3.0,22.0,27519.231,201807.692,27519.231,119250.0,73384.615,18346.154,522622.769,1
102547,1822080,29,62830,18,11,7.0,0.0,6.0,16.0,3.0,18.0,157190.793,943144.759,314381.586,838350.897,366778.517,0.0,1130946.207,0
102548,3767090,75,50228,44,53,14.0,21.0,17.0,23.0,19.0,42.0,408079.973,902071.52,365124.187,493991.547,300690.507,451035.76,2210026.133,1
102549,5588167,46,121482,18,24,14.0,7.0,11.0,14.0,7.0,33.0,589946.304,2781175.435,927058.478,1179892.609,1179892.609,589946.304,2186674.043,1
102550,4959297,32,154978,23,10,11.0,8.0,6.0,7.0,11.0,14.0,1405016.25,1788202.5,766372.5,894101.25,1405016.25,1021830.0,3564494.719,0
102551,923000,4,230750,4,2,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2183948.0,0.0,0.0,4367896.0,0.0,923000.0,0
102552,1879158,35,53690,14,12,0.0,13.0,22.0,0.0,12.0,19.0,923964.343,1462943.543,1693934.629,0.0,0.0,1000961.371,751663.2,0
102553,512300,12,42692,11,10,0.0,4.0,2.0,6.0,5.0,7.0,579250.0,810950.0,231700.0,695100.0,0.0,463400.0,469608.333,0
102554,7171158,155,46266,43,74,31.0,46.0,41.0,37.0,14.0,113.0,220475.613,1779553.161,645678.581,582685.548,488196.0,724419.871,1989418.026,0
102555,303000,3,101000,3,3,2.0,0.0,0.0,1.0,0.0,2.0,0.0,2318880.0,0.0,1159440.0,2318880.0,0.0,303000.0,1
102556,557600,16,34850,12,12,5.0,2.0,2.0,7.0,4.0,3.0,736397.5,552298.125,368198.75,1288695.625,920496.875,368198.75,418200.0,0
102557,174160,4,43540,4,3,0.0,2.0,0.0,2.0,2.0,2.0,1881869.5,1881869.5,0.0,1881869.5,0.0,1881869.5,174160.0,1
102558,128000,2,64000,2,1,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1867200.0,0.0,0.0,0.0,1867200.0,128000.0,1
102559,3369624,40,84241,29,28,9.0,6.0,16.0,9.0,22.0,16.0,3070338.15,2232973.2,2232973.2,1256047.425,1256047.425,837364.95,2442977.4,1
102560,2098797,25,83952,13,13,6.0,4.0,3.0,12.0,3.0,17.0,107236.2,607671.8,107236.2,428944.8,214472.4,142981.6,1091374.44,0
102561,13922713,143,97362,63,46,30.0,30.0,22.0,61.0,25.0,77.0,102062.937,314353.846,89815.385,249033.566,122475.524,122475.524,6133782.65,0
102562,588611,11,53510,8,9,1.0,5.0,4.0,1.0,1.0,9.0,42492.182,382429.636,169968.727,42492.182,42492.182,212460.909,428080.727,0
102563,536000,2,268000,2,1,0.0,0.0,0.0,2.0,0.0,2.0,0.0,25561559.0,0.0,25561559.0,0.0,0.0,536000.0,1
102564,8232591,67,122874,25,42,26.0,9.0,15.0,17.0,5.0,49.0,63114.552,618522.612,189343.657,214589.478,328195.672,113606.194,3071862.313,0
102565,934500,14,66750,11,11,3.0,6.0,2.0,3.0,2.0,5.0,789962.429,1974906.071,789962.429,1184943.643,1184943.643,2369887.286,734250.0,0
102566,2528600,39,64836,23,21,7.0,0.0,12.0,20.0,16.0,21.0,86153.846,113076.923,64615.385,107692.308,37692.308,0.0,1491225.641,0
102567,3707459,9,411940,7,4,3.0,6.0,0.0,0.0,0.0,6.0,0.0,1150584.0,0.0,0.0,575292.0,1150584.0,2883579.222,0
102568,3981200,87,45761,35,40,20.0,19.0,18.0,30.0,3.0,56.0,11396.552,212735.632,68379.31,113965.517,75977.011,72178.161,1601632.184,0
102569,1441540,46,31338,27,25,4.0,12.0,14.0,16.0,3.0,34.0,74102.543,839828.826,345811.87,395213.565,98803.391,296410.174,846121.304,0
102570,1907700,21,90843,18,9,0.0,5.0,6.0,10.0,2.0,7.0,483779.429,1693228.0,1451338.286,2418897.143,0.0,1209448.571,1635171.429,0
102571,1032000,8,129000,8,8,1.0,4.0,2.0,1.0,0.0,5.0,0.0,119298.75,47719.5,23859.75,23859.75,95439.0,1032000.0,0
102572,875230,8,109404,8,6,4.0,4.0,0.0,0.0,0.0,4.0,0.0,3751347.5,0.0,0.0,3751347.5,3751347.5,875230.0,0
102573,1514900,17,89112,13,11,1.0,3.0,4.0,9.0,4.0,13.0,411105.882,1336094.118,411105.882,924988.235,102776.471,308329.412,1158452.941,1
102574,6115057,72,84931,47,36,24.0,12.0,15.0,21.0,20.0,39.0,2170427.778,4232334.167,1627820.833,2278949.167,2604513.333,1302256.667,3991773.319,0
102575,544260,12,45355,7,8,8.0,2.0,1.0,1.0,6.0,6.0,40950.0,40950.0,6825.0,6825.0,54600.0,13650.0,317485.0,0
102576,168000,2,84000,2,1,0.0,0.0,0.0,2.0,2.0,0.0,16851402.0,0.0,0.0,16851402.0,0.0,0.0,168000.0,1
102577,5176829,93,55665,35,51,25.0,19.0,20.0,29.0,44.0,46.0,4992378.624,5219304.925,2269263.011,3290431.366,2836578.763,2155799.86,1948268.978,0
102578,6561810,48,136704,22,27,10.0,18.0,14.0,6.0,7.0,37.0,13543371.042,71586389.792,27086742.083,11608603.75,19347672.917,34825811.25,3007496.25,0
102579,3779700,31,121926,20,19,3.0,16.0,9.0,3.0,0.0,20.0,0.0,69032.258,31064.516,10354.839,10354.839,55225.806,2438516.129,0
102580,7444574,73,101980,40,24,20.0,9.0,18.0,26.0,17.0,47.0,829776.986,2294089.315,878587.397,1269070.685,976208.219,439293.699,4079218.63,0
102581,11678221,125,93426,63,44,25.0,37.0,48.0,15.0,11.0,75.0,27368.0,186600.0,119424.0,37320.0,62200.0,92056.0,5885823.384,0
102582,576339,12,48028,7,5,4.0,4.0,4.0,0.0,3.0,7.0,361462.25,843411.917,481949.667,0.0,481949.667,481949.667,336197.75,0
102583,2318600,36,64406,16,15,7.0,0.0,12.0,17.0,3.0,28.0,233250.0,2177000.0,933000.0,1321750.0,544250.0,0.0,1030488.889,0
102584,7545717,85,88773,55,36,22.0,16.0,23.0,24.0,43.0,30.0,1657949.482,1156708.941,886810.188,925367.153,848253.224,616911.435,4882522.765,0
102585,2722052,9,302450,7,5,1.0,0.0,2.0,6.0,0.0,5.0,0.0,652828.333,261131.333,783394.0,130565.667,0.0,2117151.556,0
102586,3520308,94,37450,22,62,20.0,19.0,23.0,32.0,13.0,69.0,1200251.553,6370565.936,2123521.979,2954465.362,1846540.851,1754213.809,823901.872,0
102587,1414538,23,61502,8,10,1.0,0.0,4.0,18.0,2.0,20.0,111486.957,1114869.565,222973.913,1003382.609,55743.478,0.0,492013.217,1
102588,258420,10,25842,4,6,0.0,6.0,4.0,0.0,3.0,7.0,21900.0,51100.0,29200.0,0.0,0.0,43800.0,103368.0,0
102589,1257500,40,31438,32,27,13.0,13.0,2.0,12.0,2.0,25.0,352891.1,4411138.75,352891.1,2117346.6,2293792.15,2293792.15,1006000.0,1
102590,5843620,45,129858,30,24,18.0,10.0,7.0,10.0,4.0,32.0,878096.622,7024772.978,1536669.089,2195241.556,3951434.8,2195241.556,3895746.667,0
102591,2027100,24,84462,15,10,3.0,3.0,12.0,6.0,1.0,17.0,24045.833,408779.167,288550.0,144275.0,72137.5,72137.5,1266937.5,0
102592,933400,14,66671,11,9,3.0,0.0,1.0,10.0,0.0,10.0,0.0,822857.143,82285.714,822857.143,246857.143,0.0,733385.714,0
102593,6141152,31,198102,18,19,3.0,10.0,5.0,13.0,15.0,16.0,397741.935,424258.065,132580.645,344709.677,79548.387,265161.29,3565830.194,0
102594,520480,19,27394,3,10,8.0,3.0,2.0,6.0,0.0,9.0,0.0,492631.579,109473.684,328421.053,437894.737,164210.526,82181.053,0
102595,5104298,93,54885,58,47,8.0,7.0,44.0,34.0,25.0,60.0,322674.731,774419.355,567907.527,438837.634,103255.914,90348.925,3183325.634,0
102596,60800,2,30400,2,2,0.0,2.0,0.0,0.0,0.0,2.0,0.0,4323348.0,0.0,0.0,0.0,4323348.0,60800.0,0
102597,3136916,42,74688,10,34,6.0,12.0,14.0,10.0,1.0,40.0,9268.286,370731.429,129756.0,92682.857,55609.714,111219.429,746884.762,0
102598,844792,14,60342,13,12,9.0,1.0,1.0,3.0,2.0,8.0,652227.857,2608911.429,326113.929,978341.786,2935025.357,326113.929,784449.714,0
102599,4131736,68,60761,36,41,17.0,30.0,15.0,6.0,10.0,52.0,125000.0,650000.0,187500.0,75000.0,212500.0,375000.0,2187389.647,0
102600,598600,14,42757,10,10,3.0,3.0,2.0,6.0,0.0,9.0,0.0,3050312.143,677847.143,2033541.429,1016770.714,1016770.714,427571.429,0
102601,728573,14,52041,12,10,5.0,4.0,0.0,5.0,1.0,5.0,140360.714,701803.571,0.0,701803.571,701803.571,561442.857,624491.143,0
102602,66000,1,66000,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3712752.0,0.0,0.0,66000.0,0
102603,21345605,148,144227,68,40,22.0,44.0,58.0,24.0,26.0,103.0,421252.351,1668807.392,939716.784,388848.324,356444.297,712888.595,9807440.135,0
102604,2848800,21,135657,15,16,5.0,8.0,8.0,0.0,0.0,21.0,0.0,2476001.0,943238.476,0.0,589524.048,943238.476,2034857.143,0
102605,2538009,36,70500,17,25,5.0,8.0,14.0,9.0,3.0,28.0,1823964.25,17023666.333,8511833.167,5471892.75,3039940.417,4863904.667,1198504.25,0
102606,3175251,57,55706,36,24,19.0,11.0,13.0,14.0,4.0,41.0,287438.596,2946245.614,934175.439,1006035.088,1365333.333,790456.14,2005421.684,0
102607,2208558,29,76157,17,13,6.0,4.0,10.0,9.0,7.0,21.0,994386.207,2983158.621,1420551.724,1278496.552,852331.034,568220.69,1294671.931,1
102608,248500,4,62125,4,4,1.0,1.0,2.0,0.0,0.0,2.0,0.0,811690.0,811690.0,0.0,405845.0,405845.0,248500.0,0
102609,1460000,17,85882,14,14,4.0,0.0,8.0,5.0,8.0,7.0,3737343.059,3270175.176,3737343.059,2335839.412,1868671.529,0.0,1202352.941,0
102610,3502860,95,36872,35,40,24.0,20.0,16.0,35.0,3.0,53.0,31705.263,560126.316,169094.737,369894.737,253642.105,211368.421,1290527.368,0
102611,3026100,22,137550,16,17,9.0,2.0,2.0,9.0,0.0,13.0,0.0,344145.455,52945.455,238254.545,238254.545,52945.455,2200800.0,0
102612,3743506,34,110103,28,20,8.0,8.0,7.0,11.0,5.0,17.0,67634.853,229958.5,94688.794,148796.676,108215.765,108215.765,3082887.294,0
102613,19086100,124,153920,57,60,40.0,29.0,29.0,26.0,5.0,85.0,13346.774,226895.161,77411.29,69403.226,106774.194,77411.29,8773449.194,0
102614,3065193,15,204346,11,10,4.0,2.0,1.0,8.0,3.0,10.0,180520.0,601733.333,60173.333,481386.667,240693.333,120346.667,2247808.2,1
102615,2000000,20,100000,16,14,1.0,12.0,4.0,3.0,2.0,11.0,118807.5,653441.25,237615.0,178211.25,59403.75,712845.0,1600000.0,0
102616,2700818,21,128610,14,19,7.0,3.0,5.0,6.0,8.0,13.0,616721.905,1002173.095,385451.19,462541.429,539631.667,231270.714,1800545.333,0
102617,3683600,25,147344,18,13,4.0,5.0,9.0,7.0,0.0,14.0,0.0,803331.2,516427.2,401665.6,229523.2,286904.0,2652192.0,0
102618,2998900,24,124954,19,16,7.0,9.0,2.0,6.0,0.0,7.0,0.0,754994.333,215712.667,647138.0,754994.333,970707.0,2374129.167,0
102619,3492900,31,112674,20,17,12.0,8.0,10.0,1.0,0.0,25.0,0.0,193548.387,77419.355,7741.935,92903.226,61935.484,2253483.871,0
102620,4356033,44,99001,31,20,14.0,13.0,12.0,5.0,4.0,10.0,332636.364,831590.909,997909.091,415795.455,1164227.273,1081068.182,3069023.25,0
102621,971400,3,323800,3,3,1.0,2.0,0.0,0.0,0.0,3.0,0.0,3048643.0,0.0,0.0,1016214.333,2032428.667,971400.0,0
102622,2405648,40,60141,22,17,7.0,4.0,24.0,5.0,23.0,15.0,225285.0,146925.0,235080.0,48975.0,68565.0,39180.0,1323106.4,0
102623,3469343,43,80682,19,17,3.0,10.0,11.0,19.0,10.0,11.0,90994.419,100093.86,100093.86,172889.395,27298.326,90994.419,1532965.512,0
102624,10730796,58,185014,40,27,20.0,11.0,8.0,19.0,13.0,40.0,19724.138,60689.655,12137.931,28827.586,30344.828,16689.655,7400548.966,0
102625,1284040,13,98772,4,5,0.0,13.0,0.0,0.0,0.0,4.0,0.0,5778944.0,0.0,0.0,0.0,18781568.0,395089.231,0
102626,10613529,73,145391,32,49,21.0,22.0,16.0,14.0,1.0,55.0,10426.027,573431.507,166816.438,145964.384,218946.575,229372.603,4652505.863,0
102627,448775,13,34521,6,10,1.0,0.0,8.0,4.0,0.0,11.0,0.0,7163724.615,5209981.538,2604990.769,651247.692,0.0,207126.923,0
102628,1558472,32,48702,15,18,13.0,2.0,10.0,7.0,7.0,25.0,306341.875,1094078.125,437631.25,306341.875,568920.625,87526.25,730533.75,1
102629,2321730,23,100945,11,10,0.0,0.0,22.0,1.0,0.0,15.0,0.0,1365365.217,2002535.652,91024.348,0.0,0.0,1110392.609,0
